nom_commune,cog_commune,siren_commune,nuance_politique,famille_nuance
Captieux,33095,213300957,LNC,Non classé
Carbon-Blanc,33096,213300965,LDVG,Gauche
Carcans,33097,213300973,LNC,Non classé
Cardan,33098,213300981,NC,Non classé
Carignan-De-Bordeaux,33099,213300999,LDIV,Courants politiques divers
Cars,33100,213301005,LNC,Non classé
Cartelègue,33101,213301013,LNC,Non classé
Casseuil,33102,213301021,NC,Non classé
Castelmoron-D'Albret,33103,213301039,NC,Non classé
Castelnau-De-Médoc,33104,213301047,LDVC,Centre
Castelviel,33105,213301054,NC,Non classé
Castets-Et-Castillon,33106,200064301,LNC,Non classé
Castillon-La-Bataille,33108,213301088,LNC,Non classé
Castres-Gironde,33109,213301096,LNC,Non classé
Caudrot,33111,213301112,LNC,Non classé
Caumont,33112,213301120,NC,Non classé
Cauvignac,33113,213301138,NC,Non classé
Cavignac,33114,213301146,LNC,Non classé
Cazalis,33115,213301153,NC,Non classé
Cazats,33116,213301161,NC,Non classé
Cazaugitat,33117,213301179,NC,Non classé
Cénac,33118,213301187,LNC,Non classé
Cenon,33119,213301195,LUG,Gauche
Cérons,33120,213301203,LNC,Non classé
Cessac,33121,213301211,NC,Non classé
Cestas,33122,213301229,LDVG,Gauche
Cézac,33123,213301237,LNC,Non classé
Chamadelle,33124,213301245,NC,Non classé
Cissac-Médoc,33125,213301252,LNC,Non classé
Civrac-De-Blaye,33126,213301260,NC,Non classé
Civrac-Sur-Dordogne,33127,213301278,NC,Non classé
Civrac-En-Médoc,33128,213301286,NC,Non classé
Cleyrac,33129,213301294,NC,Non classé
Coimères,33130,213301302,,
Coirac,33131,213301310,NC,Non classé
Comps,33132,213301328,NC,Non classé
Coubeyrac,33133,213301336,NC,Non classé
Couquèques,33134,213301344,NC,Non classé
Courpiac,33135,213301351,NC,Non classé
Cours-De-Monségur,33136,213301369,NC,Non classé
Cours-Les-Bains,33137,213301377,NC,Non classé
Coutras,33138,213301385,LDVD,Droite
Coutures,33139,213301393,NC,Non classé
Créon,33140,213301401,LDVG,Gauche
Croignon,33141,213301419,NC,Non classé
Cubnezais,33142,213301427,LNC,Non classé
Cubzac-Les-Ponts,33143,213301435,LNC,Non classé
Cudos,33144,213301443,NC,Non classé
Cursan,33145,213301450,NC,Non classé
Cussac-Fort-Médoc,33146,213301468,LNC,Non classé
Daignac,33147,213301476,NC,Non classé
Dardenac,33148,213301484,NC,Non classé
Daubèze,33149,213301492,NC,Non classé
Dieulivol,33150,213301500,NC,Non classé
Donnezac,33151,213301518,NC,Non classé
Donzac,33152,213301526,NC,Non classé
Doulezon,33153,213301534,NC,Non classé
Les Eglisottes-Et-Chalaures,33154,213301542,LNC,Non classé
Escaudes,33155,213301559,NC,Non classé
Escoussans,33156,213301567,NC,Non classé
Espiet,33157,213301575,NC,Non classé
Les Esseintes,33158,213301583,NC,Non classé
Etauliers,33159,213301591,LNC,Non classé
Eynesse,33160,213301609,NC,Non classé
Eyrans,33161,213301617,NC,Non classé
Eysines,33162,213301625,LDVG,Gauche
Faleyras,33163,213301633,NC,Non classé
Fargues,33164,213301641,LNC,Non classé
Fargues-Saint-Hilaire,33165,213301658,LNC,Non classé
Le Fieu,33166,213301666,NC,Non classé
Floirac,33167,213301674,LUG,Gauche
Flaujagues,33168,213301682,NC,Non classé
Floudès,33169,213301690,NC,Non classé
Fontet,33170,213301708,NC,Non classé
Fossès-Et-Baleyssac,33171,213301716,NC,Non classé
Fours,33172,213301724,NC,Non classé
Francs,33173,213301732,NC,Non classé
Fronsac,33174,213301740,LNC,Non classé
Frontenac,33175,213301757,NC,Non classé
Gabarnac,33176,213301765,NC,Non classé
Gaillan-En-Médoc,33177,213301773,LNC,Non classé
Gajac,33178,213301781,NC,Non classé
Galgon,33179,213301799,LNC,Non classé
Gans,33180,213301807,NC,Non classé
Gardegan-Et-Tourtirac,33181,213301815,NC,Non classé
Gauriac,33182,213301823,NC,Non classé
Gauriaguet,33183,213301831,LNC,Non classé
Générac,33184,213301849,NC,Non classé
Génissac,33185,213301856,,
Gensac,33186,213301864,NC,Non classé
Gironde-Sur-Dropt,33187,213301872,LNC,Non classé
Giscos,33188,213301880,NC,Non classé
Gornac,33189,213301898,NC,Non classé
Goualade,33190,213301906,NC,Non classé
Gours,33191,213301914,NC,Non classé
Gradignan,33192,213301922,LDVD,Droite
Grayan-Et-L'Hôpital,33193,213301930,,
Grézillac,33194,213301948,NC,Non classé
Grignols,33195,213301955,LNC,Non classé
Guillac,33196,213301963,NC,Non classé
Guillos,33197,213301971,NC,Non classé
Guîtres,33198,213301989,LNC,Non classé
Gujan-Mestras,33199,213301997,LDVD,Droite
Le Haillan,33200,213302003,LUG,Gauche
Haux,33201,213302011,NC,Non classé
Hostens,33202,213302029,LNC,Non classé
Hourtin,33203,213302037,LDIV,Courants politiques divers
Hure,33204,213302045,NC,Non classé
Illats,33205,213302052,,
Isle-Saint-Georges,33206,213302060,NC,Non classé
Izon,33207,213302078,LDVG,Gauche
Jau-Dignac-Et-Loirac,33208,213302086,NC,Non classé
Jugazan,33209,213302094,NC,Non classé
Juillac,33210,213302102,NC,Non classé
Labarde,33211,213302110,NC,Non classé
Labescau,33212,213302128,NC,Non classé
La Brède,33213,213302136,LDVD,Droite
Lacanau,33214,213302144,LDVD,Droite
Ladaux,33215,213302151,NC,Non classé
Lados,33216,213302169,NC,Non classé
Lagorce,33218,213302185,LNC,Non classé
La Lande-De-Fronsac,33219,213302193,,
Lamarque,33220,213302201,LNC,Non classé
Lamothe-Landerron,33221,213302219,,
Lalande-De-Pomerol,33222,213302227,NC,Non classé
Landerrouat,33223,213302235,NC,Non classé
Landerrouet-Sur-Ségur,33224,213302243,NC,Non classé
Landiras,33225,213302250,LNC,Non classé
Langoiran,33226,213302268,LNC,Non classé
Langon,33227,213302276,LDVG,Gauche
Lansac,33228,213302284,NC,Non classé
Lanton,33229,213302292,LDIV,Courants politiques divers
Lapouyade,33230,213302300,NC,Non classé
Laroque,33231,213302318,NC,Non classé
Lartigue,33232,213302326,NC,Non classé
Laruscade,33233,213302334,LNC,Non classé
Latresne,33234,213302342,LNC,Non classé
Lavazan,33235,213302359,NC,Non classé
Lège-Cap-Ferret,33236,213302367,LDIV,Courants politiques divers
Léogeats,33237,213302375,NC,Non classé
Léognan,33238,213302383,LDVG,Gauche
Lerm-Et-Musset,33239,213302391,NC,Non classé
Lesparre-Médoc,33240,213302409,LDIV,Courants politiques divers
Lestiac-Sur-Garonne,33241,213302417,NC,Non classé
Les Lèves-Et-Thoumeyragues,33242,213302425,NC,Non classé
Libourne,33243,213302433,LDVG,Gauche
Lignan-De-Bazas,33244,213302441,NC,Non classé
Lignan-De-Bordeaux,33245,213302458,NC,Non classé
Ligueux,33246,213302466,NC,Non classé
Listrac-De-Durèze,33247,213302474,NC,Non classé
Listrac-Médoc,33248,213302482,LNC,Non classé
Lormont,33249,213302490,LDVG,Gauche
Loubens,33250,213302508,NC,Non classé
Louchats,33251,213302516,,
Loupes,33252,213302524,NC,Non classé
Loupiac,33253,213302532,,
Loupiac-De-La-Réole,33254,213302540,NC,Non classé
Lucmau,33255,213302557,NC,Non classé
Ludon-Médoc,33256,213302565,LDVG,Gauche
Lugaignac,33257,213302573,NC,Non classé
Lugasson,33258,213302581,NC,Non classé
Lugon-Et-L'Ile-Du-Carnay,33259,213302599,LNC,Non classé
Lugos,33260,213302607,NC,Non classé
Lussac,33261,213302615,,
Macau,33262,213302623,LDVG,Gauche
Madirac,33263,213302631,NC,Non classé
Maransin,33264,213302649,LNC,Non classé
Marcenais,33266,213302664,NC,Non classé
Margaux-Cantenac,33268,200068013,LNC,Non classé
Margueron,33269,213302698,NC,Non classé
Marimbault,33270,213302706,NC,Non classé
Marions,33271,213302714,NC,Non classé
Marsas,33272,213302722,LNC,Non classé
Martignas-Sur-Jalle,33273,213302730,LDIV,Courants politiques divers
Martillac,33274,213302748,LNC,Non classé
Martres,33275,213302755,NC,Non classé
Masseilles,33276,213302763,NC,Non classé
Massugas,33277,213302771,NC,Non classé
Mauriac,33278,213302789,NC,Non classé
Mazères,33279,213302797,NC,Non classé
Mazion,33280,213302805,NC,Non classé
Mérignac,33281,213302813,"LDVG,LUG",Gauche
Mérignas,33282,213302821,NC,Non classé
Mesterrieux,33283,213302839,NC,Non classé
Mios,33284,213302847,LDVG,Gauche
Mombrier,33285,213302854,NC,Non classé
Mongauzy,33287,213302870,NC,Non classé
Monprimblanc,33288,213302888,NC,Non classé
Monségur,33289,213302896,LNC,Non classé
Montagne,33290,213302904,LNC,Non classé
Montagoudin,33291,213302912,NC,Non classé
Montignac,33292,213302920,NC,Non classé
Montussan,33293,213302938,LNC,Non classé
Morizès,33294,213302946,NC,Non classé
Mouillac,33295,213302953,NC,Non classé
Mouliets-Et-Villemartin,33296,213302961,LNC,Non classé
Moulis-En-Médoc,33297,213302979,LNC,Non classé
Moulon,33298,213302987,NC,Non classé
Mourens,33299,213302995,NC,Non classé
Naujac-Sur-Mer,33300,213303001,LNC,Non classé
Naujan-Et-Postiac,33301,213303019,NC,Non classé
Néac,33302,213303027,NC,Non classé
Nérigean,33303,213303035,NC,Non classé
Neuffons,33304,213303043,NC,Non classé
Le Nizan,33305,213303050,NC,Non classé
Noaillac,33306,213303068,NC,Non classé
Noaillan,33307,213303076,LNC,Non classé
Omet,33308,213303084,NC,Non classé
Ordonnac,33309,213303092,NC,Non classé
Origne,33310,213303100,NC,Non classé
Paillet,33311,213303118,LNC,Non classé
Parempuyre,33312,213303126,LDVG,Gauche
Pauillac,33314,213303142,LDVC,Centre
Les Peintures,33315,213303159,LNC,Non classé
Pellegrue,33316,213303167,LNC,Non classé
Périssac,33317,213303175,LNC,Non classé
Pessac,33318,213303183,LDVD,Droite
Pessac-Sur-Dordogne,33319,213303191,NC,Non classé
Petit-Palais-Et-Cornemps,33320,213303209,NC,Non classé
Peujard,33321,213303217,,
Le Pian-Médoc,33322,213303225,LDIV,Courants politiques divers
Le Pian-Sur-Garonne,33323,213303233,NC,Non classé
Pineuilh,33324,213303241,LDVD,Droite
Plassac,33325,213303258,NC,Non classé
Pleine-Selve,33326,213303266,NC,Non classé
Podensac,33327,213303274,LNC,Non classé
Pomerol,33328,213303282,NC,Non classé
Pompéjac,33329,213303290,NC,Non classé
Pompignac,33330,213303308,LNC,Non classé
Pondaurat,33331,213303316,NC,Non classé
Porchères,33332,213303324,NC,Non classé
Le Porge,33333,213303332,LNC,Non classé
Portets,33334,213303340,LNC,Non classé
Le Pout,33335,213303357,NC,Non classé
Préchac,33336,213303365,LNC,Non classé
Preignac,33337,213303373,LNC,Non classé
Prignac-Et-Marcamps,33339,213303399,,
Pugnac,33341,213303415,LNC,Non classé
Puisseguin,33342,213303423,,
Pujols-Sur-Ciron,33343,213303431,NC,Non classé
Pujols,33344,213303449,NC,Non classé
Le Puy,33345,213303456,NC,Non classé
Puybarban,33346,213303464,NC,Non classé
Queyrac,33348,213303480,LNC,Non classé
Quinsac,33349,213303498,LNC,Non classé
Rauzan,33350,213303506,,
Reignac,33351,213303514,LNC,Non classé
La Réole,33352,213303522,LUG,Gauche
Rimons,33353,213303530,NC,Non classé
Riocaud,33354,213303548,NC,Non classé
Rions,33355,213303555,LNC,Non classé
La Rivière,33356,213303563,NC,Non classé
Roaillan,33357,213303571,LNC,Non classé
Romagne,33358,213303589,NC,Non classé
Roquebrune,33359,213303597,NC,Non classé
La Roquille,33360,213303605,NC,Non classé
Ruch,33361,213303613,NC,Non classé
Sablons,33362,213303621,LNC,Non classé
Sadirac,33363,213303639,LDIV,Courants politiques divers
Saillans,33364,213303647,NC,Non classé
Saint-Aignan,33365,213303654,NC,Non classé
Saint-André-De-Cubzac,33366,213303662,LDVG,Gauche
Saint-André-Du-Bois,33367,213303670,NC,Non classé
Saint-André-Et-Appelles,33369,213303696,NC,Non classé
Saint-Androny,33370,213303704,NC,Non classé
Saint-Antoine-Du-Queyret,33372,213303720,NC,Non classé
Saint-Antoine-Sur-L'Isle,33373,213303738,NC,Non classé
Saint-Aubin-De-Blaye,33374,213303746,NC,Non classé
Saint-Aubin-De-Branne,33375,213303753,NC,Non classé
Saint-Aubin-De-Médoc,33376,213303761,LDVD,Droite
Saint-Avit-De-Soulège,33377,213303779,NC,Non classé
Saint-Avit-Saint-Nazaire,33378,213303787,LNC,Non classé
Saint-Brice,33379,213303795,NC,Non classé
Val-De-Livenne,33380,200083830,LNC,Non classé
Saint-Caprais-De-Bordeaux,33381,213303811,,
Saint-Christoly-De-Blaye,33382,213303829,LNC,Non classé
Saint-Christoly-Médoc,33383,213303837,NC,Non classé
Saint-Christophe-Des-Bardes,33384,213303845,NC,Non classé
Saint-Christophe-De-Double,33385,213303852,NC,Non classé
Saint-Cibard,33386,213303860,NC,Non classé
Saint-Ciers-D'Abzac,33387,213303878,LNC,Non classé
Saint-Ciers-De-Canesse,33388,213303886,NC,Non classé
Saint-Ciers-Sur-Gironde,33389,213303894,LNC,Non classé
Sainte-Colombe,33390,213303902,NC,Non classé
Saint-Côme,33391,213303910,NC,Non classé
Sainte-Croix-Du-Mont,33392,213303928,NC,Non classé
Saint-Denis-De-Pile,33393,213303936,LSOC,Gauche
Saint-Emilion,33394,213303944,LNC,Non classé
Saint-Estèphe,33395,213303951,LNC,Non classé
Saint-Etienne-De-Lisse,33396,213303969,NC,Non classé
Sainte-Eulalie,33397,213303977,LDIV,Courants politiques divers
Saint-Exupéry,33398,213303985,NC,Non classé
Saint-Félix-De-Foncaude,33399,213303993,NC,Non classé
Saint-Ferme,33400,213304009,NC,Non classé
Sainte-Florence,33401,213304017,NC,Non classé
Sainte-Foy-La-Grande,33402,213304025,LNC,Non classé
Sainte-Foy-La-Longue,33403,213304033,,
Sainte-Gemme,33404,213304041,NC,Non classé
Saint-Genès-De-Blaye,33405,213304058,NC,Non classé
Saint-Genès-De-Castillon,33406,213304066,NC,Non classé
Saint-Genès-De-Fronsac,33407,213304074,NC,Non classé
Saint-Genès-De-Lombaud,33408,213304082,NC,Non classé
Saint-Genis-Du-Bois,33409,213304090,NC,Non classé
Saint-Germain-De-Grave,33411,213304116,NC,Non classé
Saint-Germain-D'Esteuil,33412,213304124,LNC,Non classé
Saint-Germain-Du-Puch,33413,213304132,LNC,Non classé
Saint-Germain-De-La-Rivière,33414,213304140,NC,Non classé
Saint-Gervais,33415,213304157,,
Saint-Girons-D'Aiguevives,33416,213304165,NC,Non classé
Sainte-Hélène,33417,213304173,LNC,Non classé
Saint-Hilaire-De-La-Noaille,33418,213304181,NC,Non classé
Saint-Hilaire-Du-Bois,33419,213304199,NC,Non classé
Saint-Hippolyte,33420,213304207,NC,Non classé
Saint-Jean-De-Blaignac,33421,213304215,NC,Non classé
Saint-Jean-D'Illac,33422,213304223,LDVG,Gauche
Saint-Julien-Beychevelle,33423,213304231,NC,Non classé
Saint-Laurent-Médoc,33424,213304249,LDVD,Droite
Saint-Laurent-D'Arce,33425,213304256,LNC,Non classé
Saint-Laurent-Des-Combes,33426,213304264,NC,Non classé
Saint-Laurent-Du-Bois,33427,213304272,NC,Non classé
Saint-Laurent-Du-Plan,33428,213304280,NC,Non classé
Saint-Léger-De-Balson,33429,213304298,NC,Non classé
Saint-Léon,33431,213304314,NC,Non classé
Saint-Loubert,33432,213304322,NC,Non classé
Saint-Loubès,33433,213304330,LDIV,Courants politiques divers
Saint-Louis-De-Montferrand,33434,213304348,LNC,Non classé
Saint-Macaire,33435,213304355,LNC,Non classé
Saint-Magne,33436,213304363,NC,Non classé
Saint-Magne-De-Castillon,33437,213304371,LNC,Non classé
Saint-Maixant,33438,213304389,LNC,Non classé
Saint-Mariens,33439,213304397,LNC,Non classé
Saint-Martial,33440,213304405,NC,Non classé
Saint-Martin-Lacaussade,33441,213304413,LNC,Non classé
Saint-Martin-De-Laye,33442,213304421,NC,Non classé
Saint-Martin-De-Lerm,33443,213304439,,
Saint-Martin-De-Sescas,33444,213304447,NC,Non classé
Saint-Martin-Du-Bois,33445,213304454,NC,Non classé
Saint-Martin-Du-Puy,33446,213304462,NC,Non classé
Saint-Médard-De-Guizières,33447,213304470,LNC,Non classé
Saint-Médard-D'Eyrans,33448,213304488,LNC,Non classé
Saint-Médard-En-Jalles,33449,213304496,LDVG,Gauche
Saint-Michel-De-Castelnau,33450,213304504,NC,Non classé
Saint-Michel-De-Fronsac,33451,213304512,NC,Non classé
Saint-Michel-De-Rieufret,33452,213304520,NC,Non classé
Saint-Michel-De-Lapujade,33453,213304538,NC,Non classé
Saint-Morillon,33454,213304546,LNC,Non classé
Saint-Palais,33456,213304561,NC,Non classé
Saint-Pardon-De-Conques,33457,213304579,NC,Non classé
Saint-Paul,33458,213304587,NC,Non classé
Saint-Pey-D'Armens,33459,213304595,NC,Non classé
Saint-Pey-De-Castets,33460,213304603,NC,Non classé
Saint-Philippe-D'Aiguille,33461,213304611,NC,Non classé
Saint-Philippe-Du-Seignal,33462,213304629,NC,Non classé
Saint-Pierre-D'Aurillac,33463,213304637,LNC,Non classé
Saint-Pierre-De-Bat,33464,213304645,NC,Non classé
Saint-Pierre-De-Mons,33465,213304652,LNC,Non classé
Saint-Quentin-De-Baron,33466,213304660,LNC,Non classé
Saint-Quentin-De-Caplong,33467,213304678,NC,Non classé
Sainte-Radegonde,33468,213304686,NC,Non classé
Saint-Romain-La-Virvée,33470,213304702,NC,Non classé
Saint-Sauveur,33471,213304710,LNC,Non classé
Saint-Sauveur-De-Puynormand,33472,213304728,NC,Non classé
Saint-Savin,33473,213304736,LNC,Non classé
Saint-Selve,33474,213304744,LNC,Non classé
Saint-Seurin-De-Bourg,33475,213304751,NC,Non classé
Saint-Seurin-De-Cadourne,33476,213304769,NC,Non classé
Saint-Seurin-De-Cursac,33477,213304777,NC,Non classé
Saint-Seurin-Sur-L'Isle,33478,213304785,LNC,Non classé
Saint-Sève,33479,213304793,NC,Non classé
Saint-Sulpice-De-Faleyrens,33480,213304801,LNC,Non classé
Saint-Sulpice-De-Guilleragues,33481,213304819,NC,Non classé
Saint-Sulpice-De-Pommiers,33482,213304827,NC,Non classé
Saint-Sulpice-Et-Cameyrac,33483,213304835,LDIV,Courants politiques divers
Saint-Symphorien,33484,213304843,LNC,Non classé
Sainte-Terre,33485,213304850,,
Saint-Trojan,33486,213304868,NC,Non classé
Saint-Vincent-De-Paul,33487,213304876,LNC,Non classé
Saint-Vincent-De-Pertignas,33488,213304884,NC,Non classé
Saint-Vivien-De-Blaye,33489,213304892,NC,Non classé
Saint-Vivien-De-Médoc,33490,213304900,LNC,Non classé
Saint-Vivien-De-Monségur,33491,213304918,NC,Non classé
Saint-Yzan-De-Soudiac,33492,213304926,LNC,Non classé
Saint-Yzans-De-Médoc,33493,213304934,NC,Non classé
Salaunes,33494,213304942,,
Salleboeuf,33496,213304967,LNC,Non classé
Salles,33498,213304983,LUG,Gauche
Les Salles-De-Castillon,33499,213304991,NC,Non classé
Samonac,33500,213305006,NC,Non classé
Saucats,33501,213305014,,
Saugon,33502,213305022,NC,Non classé
Saumos,33503,213305030,NC,Non classé
Sauternes,33504,213305048,NC,Non classé
La Sauve,33505,213305055,LNC,Non classé
Sauveterre-De-Guyenne,33506,213305063,LNC,Non classé
Sauviac,33507,213305071,NC,Non classé
Savignac,33508,213305089,NC,Non classé
Savignac-De-L'Isle,33509,213305097,NC,Non classé
Semens,33510,213305105,NC,Non classé
Sendets,33511,213305113,NC,Non classé
Sigalens,33512,213305121,NC,Non classé
Sillas,33513,213305139,NC,Non classé
Soulac-Sur-Mer,33514,213305147,LNC,Non classé
Soulignac,33515,213305154,NC,Non classé
Soussac,33516,213305162,NC,Non classé
Soussans,33517,213305170,LNC,Non classé
Tabanac,33518,213305188,,
Le Taillan-Médoc,33519,213305196,,
Taillecavat,33520,213305204,NC,Non classé
Talais,33521,213305212,NC,Non classé
Talence,33522,213305220,LDVC,Centre
Targon,33523,213305238,LNC,Non classé
Tarnès,33524,213305246,NC,Non classé
Tauriac,33525,213305253,LNC,Non classé
Tayac,33526,213305261,NC,Non classé
Le Teich,33527,213305279,,
Le Temple,33528,213305287,NC,Non classé
La Teste-De-Buch,33529,213305295,"LDVD,LLR",Droite
Teuillac,33530,213305303,NC,Non classé
Tizac-De-Curton,33531,213305311,NC,Non classé
Tizac-De-Lapouyade,33532,213305329,NC,Non classé
Toulenne,33533,213305337,LNC,Non classé
Le Tourne,33534,213305345,NC,Non classé
Tresses,33535,213305352,LDVG,Gauche
Le Tuzan,33536,213305360,NC,Non classé
Uzeste,33537,213305378,NC,Non classé
Valeyrac,33538,213305386,NC,Non classé
Vayres,33539,213305394,LDVC,Centre
Vendays-Montalivet,33540,213305402,LNC,Non classé
Vensac,33541,213305410,NC,Non classé
Vérac,33542,213305428,NC,Non classé
Verdelais,33543,213305436,LNC,Non classé
Le Verdon-Sur-Mer,33544,213305444,LNC,Non classé
Vertheuil,33545,213305451,LNC,Non classé
Vignonet,33546,213305469,NC,Non classé
Villandraut,33547,213305477,LNC,Non classé
Villegouge,33548,213305485,LNC,Non classé
Villenave-De-Rions,33549,213305493,NC,Non classé
Villenave-D'Ornon,33550,213305501,,
Villeneuve,33551,213305519,NC,Non classé
Virelade,33552,213305527,,
Virsac,33553,213305535,LNC,Non classé
Yvrac,33554,213305543,,
Marcheprime,33555,213305550,LDIV,Courants politiques divers
Abeilhan,34001,213400013,LNC,Non classé
Adissan,34002,213400021,LNC,Non classé
Agde,34003,213400039,,
Agel,34004,213400047,NC,Non classé
Agonès,34005,213400054,NC,Non classé
Aigne,34006,213400062,NC,Non classé
Aigues-Vives,34007,213400070,NC,Non classé
Alignan-Du-Vent,34009,213400096,LNC,Non classé
Aniane,34010,213400104,LNC,Non classé
Arboras,34011,213400112,NC,Non classé
Argelliers,34012,213400120,LNC,Non classé
Aspiran,34013,213400138,LNC,Non classé
Assas,34014,213400146,,
Assignan,34015,213400153,NC,Non classé
Aumelas,34016,213400161,NC,Non classé
Aumes,34017,213400179,NC,Non classé
Autignac,34018,213400187,NC,Non classé
Avène,34019,213400195,NC,Non classé
Azillanet,34020,213400203,NC,Non classé
Babeau-Bouldoux,34021,213400211,NC,Non classé
Baillargues,34022,213400229,LDVD,Droite
Balaruc-Les-Bains,34023,213400237,LDVG,Gauche
Balaruc-Le-Vieux,34024,213400245,LNC,Non classé
Bassan,34025,213400252,LNC,Non classé
Beaufort,34026,213400260,NC,Non classé
Beaulieu,34027,213400278,LNC,Non classé
Bédarieux,34028,213400286,LDVG,Gauche
Bélarga,34029,213400294,NC,Non classé
Berlou,34030,213400302,NC,Non classé
Bessan,34031,213400310,LDVD,Droite
Béziers,34032,213400328,LDVD,Droite
Boisseron,34033,213400336,LNC,Non classé
Boisset,34034,213400344,NC,Non classé
La Boissière,34035,213400351,LNC,Non classé
Le Bosc,34036,213400369,,
Boujan-Sur-Libron,34037,213400377,LNC,Non classé
Le Bousquet-D'Orb,34038,213400385,LNC,Non classé
Bouzigues,34039,213400393,LNC,Non classé
Brenas,34040,213400401,NC,Non classé
Brignac,34041,213400419,NC,Non classé
Brissac,34042,213400427,NC,Non classé
Buzignargues,34043,213400435,NC,Non classé
Cabrerolles,34044,213400443,NC,Non classé
Cabrières,34045,213400450,NC,Non classé
Cambon-Et-Salvergues,34046,213400468,NC,Non classé
Campagnan,34047,213400476,NC,Non classé
Campagne,34048,213400484,NC,Non classé
Camplong,34049,213400492,NC,Non classé
Candillargues,34050,213400500,LNC,Non classé
Canet,34051,213400518,LDIV,Courants politiques divers
Capestang,34052,213400526,LNC,Non classé
Carlencas-Et-Levas,34053,213400534,NC,Non classé
Cassagnoles,34054,213400542,NC,Non classé
Castanet-Le-Haut,34055,213400559,NC,Non classé
Castelnau-De-Guers,34056,213400567,LNC,Non classé
Castelnau-Le-Lez,34057,213400575,,
Castries,34058,213400583,LSOC,Gauche
La Caunette,34059,213400591,NC,Non classé
Causse-De-La-Selle,34060,213400609,NC,Non classé
Causses-Et-Veyran,34061,213400617,NC,Non classé
Caussiniojouls,34062,213400625,NC,Non classé
Caux,34063,213400633,LNC,Non classé
Le Caylar,34064,213400641,NC,Non classé
Cazedarnes,34065,213400658,NC,Non classé
Cazevieille,34066,213400666,NC,Non classé
Cazilhac,34067,213400674,LNC,Non classé
Cazouls-D'Hérault,34068,213400682,NC,Non classé
Cazouls-Lès-Béziers,34069,213400690,LDVG,Gauche
Cébazan,34070,213400708,NC,Non classé
Ceilhes-Et-Rocozels,34071,213400716,NC,Non classé
Celles,34072,213400724,NC,Non classé
Cers,34073,213400732,LNC,Non classé
Cessenon-Sur-Orb,34074,213400740,LNC,Non classé
Cesseras,34075,213400757,NC,Non classé
Ceyras,34076,213400765,LNC,Non classé
Clapiers,34077,213400773,LDVG,Gauche
Claret,34078,213400781,LNC,Non classé
Clermont-L'Hérault,34079,213400799,"LDIV,LDVC",Courants politiques divers
Colombières-Sur-Orb,34080,213400807,NC,Non classé
Colombiers,34081,213400815,LNC,Non classé
Combaillaux,34082,213400823,LNC,Non classé
Combes,34083,213400831,NC,Non classé
Corneilhan,34084,213400849,LNC,Non classé
Coulobres,34085,213400856,NC,Non classé
Courniou,34086,213400864,NC,Non classé
Cournonsec,34087,213400872,LNC,Non classé
Cournonterral,34088,213400880,LDIV,Courants politiques divers
Creissan,34089,213400898,LNC,Non classé
Le Crès,34090,213400906,LDVD,Droite
Le Cros,34091,213400914,,
Cruzy,34092,213400922,NC,Non classé
Dio-Et-Valquières,34093,213400930,NC,Non classé
Espondeilhan,34094,213400948,LNC,Non classé
Fabrègues,34095,213400955,LDVD,Droite
Faugères,34096,213400963,NC,Non classé
Félines-Minervois,34097,213400971,NC,Non classé
Ferrals-Les-Montagnes,34098,213400989,NC,Non classé
Ferrières-Les-Verreries,34099,213400997,NC,Non classé
Ferrières-Poussarou,34100,213401003,NC,Non classé
Florensac,34101,213401011,LSOC,Gauche
Fontanès,34102,213401029,NC,Non classé
Fontès,34103,213401037,LNC,Non classé
Fos,34104,213401045,NC,Non classé
Fouzilhon,34105,213401052,NC,Non classé
Fozières,34106,213401060,NC,Non classé
Fraisse-Sur-Agout,34107,213401078,NC,Non classé
Frontignan,34108,213401086,LDVG,Gauche
Gabian,34109,213401094,NC,Non classé
Galargues,34110,213401102,NC,Non classé
Ganges,34111,213401110,LDVG,Gauche
Garrigues,34112,213401128,NC,Non classé
Gigean,34113,213401136,LDVD,Droite
Gignac,34114,213401144,LDVG,Gauche
Gorniès,34115,213401151,NC,Non classé
Grabels,34116,213401169,LDVG,Gauche
Graissessac,34117,213401177,NC,Non classé
Guzargues,34118,213401185,NC,Non classé
Hérépian,34119,213401193,LNC,Non classé
Jacou,34120,213401201,LDVG,Gauche
Joncels,34121,213401219,NC,Non classé
Jonquières,34122,213401227,NC,Non classé
Juvignac,34123,213401235,LDIV,Courants politiques divers
Lacoste,34124,213401243,NC,Non classé
Lagamas,34125,213401250,NC,Non classé
Lamalou-Les-Bains,34126,213401268,LNC,Non classé
Lansargues,34127,213401276,LNC,Non classé
Laroque,34128,213401284,LNC,Non classé
Lattes,34129,213401292,LDVG,Gauche
Laurens,34130,213401300,LNC,Non classé
Lauret,34131,213401318,NC,Non classé
Lauroux,34132,213401326,NC,Non classé
Lavalette,34133,213401334,NC,Non classé
Lavérune,34134,213401342,LNC,Non classé
Lespignan,34135,213401359,LNC,Non classé
Lézignan-La-Cèbe,34136,213401367,LNC,Non classé
Liausson,34137,213401375,NC,Non classé
Lieuran-Cabrières,34138,213401383,NC,Non classé
Lieuran-Lès-Béziers,34139,213401391,LNC,Non classé
Lignan-Sur-Orb,34140,213401409,,
La Livinière,34141,213401417,NC,Non classé
Lodève,34142,213401425,LDVG,Gauche
Loupian,34143,213401433,LNC,Non classé
