nom_commune,cog_commune,siren_commune,nuance_politique,famille_nuance
Corbeny,02215,210202008,NC,Non classé
Corcy,02216,210202016,NC,Non classé
Coucy-Le-Château-Auffrique,02217,210202024,LNC,Non classé
Coucy-Lès-Eppes,02218,210202032,NC,Non classé
Coucy-La-Ville,02219,210202040,NC,Non classé
Coulonges-Cohan,02220,210202057,NC,Non classé
Coupru,02221,210202065,NC,Non classé
Courbes,02222,210202073,NC,Non classé
Courboin,02223,210202081,NC,Non classé
Courcelles-Sur-Vesle,02224,210202099,NC,Non classé
Courchamps,02225,210202107,NC,Non classé
Courmelles,02226,210202115,LNC,Non classé
Courmont,02227,210202123,NC,Non classé
Courtemont-Varennes,02228,210202131,NC,Non classé
Courtrizy-Et-Fussigny,02229,210202149,NC,Non classé
Couvrelles,02230,210202156,NC,Non classé
Couvron-Et-Aumencourt,02231,210202164,NC,Non classé
Coyolles,02232,210202172,NC,Non classé
Cramaille,02233,210202180,NC,Non classé
Craonne,02234,210202198,NC,Non classé
Craonnelle,02235,210202206,NC,Non classé
Crécy-Au-Mont,02236,210202214,NC,Non classé
Crécy-Sur-Serre,02237,210202222,,
Crépy,02238,210202230,LNC,Non classé
Crézancy,02239,210202248,LNC,Non classé
Croix-Fonsomme,02240,210202255,NC,Non classé
La Croix-Sur-Ourcq,02241,210202263,NC,Non classé
Crouttes-Sur-Marne,02242,210202271,NC,Non classé
Crouy,02243,210202289,LNC,Non classé
Crupilly,02244,210202297,NC,Non classé
Cuffies,02245,210202305,,
Cugny,02246,210202313,NC,Non classé
Cuirieux,02248,210202321,NC,Non classé
Cuiry-Housse,02249,210202339,NC,Non classé
Cuiry-Lès-Chaudardes,02250,210202347,NC,Non classé
Cuiry-Lès-Iviers,02251,210202354,NC,Non classé
Cuissy-Et-Geny,02252,210202362,NC,Non classé
Cuisy-En-Almont,02253,210202370,NC,Non classé
Cutry,02254,210202388,NC,Non classé
Cys-La-Commune,02255,210202396,NC,Non classé
Dagny-Lambercy,02256,210202404,NC,Non classé
Dammard,02258,210202420,NC,Non classé
Dampleux,02259,210202438,NC,Non classé
Danizy,02260,210202446,NC,Non classé
Dercy,02261,210202453,NC,Non classé
Deuillet,02262,210202461,NC,Non classé
Dhuizel,02263,210202479,NC,Non classé
Dizy-Le-Gros,02264,210202487,NC,Non classé
Dohis,02265,210202495,NC,Non classé
Dolignon,02266,210202503,NC,Non classé
Dommiers,02267,210202511,NC,Non classé
Domptin,02268,210202529,NC,Non classé
Dorengt,02269,210202537,NC,Non classé
Douchy,02270,210202545,NC,Non classé
Dravegny,02271,210202552,NC,Non classé
Droizy,02272,210202560,NC,Non classé
Dury,02273,210202578,NC,Non classé
Ebouleau,02274,210202586,NC,Non classé
Effry,02275,210202594,NC,Non classé
Englancourt,02276,210202602,NC,Non classé
Epagny,02277,210202610,NC,Non classé
Eparcy,02278,210202628,NC,Non classé
Epaux-Bézu,02279,210202636,,
Epieds,02280,210202644,NC,Non classé
L'Epine-Aux-Bois,02281,210202651,NC,Non classé
Eppes,02282,210202669,NC,Non classé
Erlon,02283,210202677,NC,Non classé
Erloy,02284,210202685,NC,Non classé
Esquéhéries,02286,210202693,NC,Non classé
Essigny-Le-Grand,02287,210202701,LNC,Non classé
Essigny-Le-Petit,02288,210202719,NC,Non classé
Essises,02289,210202727,NC,Non classé
Essômes-Sur-Marne,02290,210202735,LNC,Non classé
Estrées,02291,210202743,NC,Non classé
Etampes-Sur-Marne,02292,210202750,LNC,Non classé
Etaves-Et-Bocquiaux,02293,210202768,NC,Non classé
Etouvelles,02294,210202776,NC,Non classé
Etréaupont,02295,210202784,NC,Non classé
Etreillers,02296,210202792,LNC,Non classé
Etrépilly,02297,210202800,NC,Non classé
Etreux,02298,210202818,,
Evergnicourt,02299,210202826,NC,Non classé
Faverolles,02302,210202842,NC,Non classé
Fayet,02303,210202859,NC,Non classé
La Fère,02304,210202867,LNC,Non classé
Fère-En-Tardenois,02305,210202875,LNC,Non classé
La Ferté-Chevresis,02306,210202883,NC,Non classé
La Ferté-Milon,02307,210202891,LNC,Non classé
Fesmy-Le-Sart,02308,210202909,NC,Non classé
Festieux,02309,210202917,NC,Non classé
Fieulaine,02310,210202925,NC,Non classé
Filain,02311,210202933,NC,Non classé
La Flamengrie,02312,210202941,LNC,Non classé
Flavigny-Le-Grand-Et-Beaurain,02313,210202958,NC,Non classé
Flavy-Le-Martel,02315,210202966,LNC,Non classé
Fleury,02316,210202974,NC,Non classé
Fluquières,02317,210202982,NC,Non classé
Folembray,02318,210202990,LNC,Non classé
Fonsomme,02319,210203006,NC,Non classé
Fontaine-Lès-Clercs,02320,210203014,NC,Non classé
Fontaine-Lès-Vervins,02321,210203022,NC,Non classé
Fontaine-Notre-Dame,02322,210203030,NC,Non classé
Fontaine-Uterte,02323,210203048,NC,Non classé
Fontenelle,02324,210203055,NC,Non classé
Fontenoy,02326,210203071,NC,Non classé
Foreste,02327,210203089,NC,Non classé
Fossoy,02328,210203097,NC,Non classé
Fourdrain,02329,210203105,NC,Non classé
Francilly-Selency,02330,210203113,NC,Non classé
Franqueville,02331,210203121,NC,Non classé
Fresnes-En-Tardenois,02332,210203139,NC,Non classé
Fresnes-Sous-Coucy,02333,210203147,NC,Non classé
Fresnoy-Le-Grand,02334,210203154,LNC,Non classé
Fressancourt,02335,210203162,NC,Non classé
Frières-Faillouël,02336,210203170,NC,Non classé
Froidestrées,02337,210203188,NC,Non classé
Froidmont-Cohartille,02338,210203196,NC,Non classé
Gandelu,02339,210203204,NC,Non classé
Gauchy,02340,210203212,LDVD,Droite
Gercy,02341,210203220,NC,Non classé
Gergny,02342,210203238,NC,Non classé
Germaine,02343,210203246,NC,Non classé
Gibercourt,02345,210203261,NC,Non classé
Gizy,02346,210203279,NC,Non classé
Gland,02347,210203287,NC,Non classé
Goudelancourt-Lès-Pierrepont,02350,210203311,NC,Non classé
Goussancourt,02351,210203329,NC,Non classé
Gouy,02352,210203337,NC,Non classé
Grandlup-Et-Fay,02353,210203345,NC,Non classé
Grandrieux,02354,210203352,NC,Non classé
Gricourt,02355,210203360,NC,Non classé
Grisolles,02356,210203378,NC,Non classé
Gronard,02357,210203386,NC,Non classé
Grougis,02358,210203394,NC,Non classé
Grugies,02359,210203402,LNC,Non classé
Villeneuve-Sur-Aisne,02360,200085280,LNC,Non classé
Guise,02361,210203428,LDVG,Gauche
Guivry,02362,210203436,NC,Non classé
Guny,02363,210203444,,
Guyencourt,02364,210203451,NC,Non classé
Hannapes,02366,210203469,NC,Non classé
Happencourt,02367,210203477,NC,Non classé
Haramont,02368,210203485,NC,Non classé
Harcigny,02369,210203493,NC,Non classé
Hargicourt,02370,210203501,NC,Non classé
Harly,02371,210203519,LNC,Non classé
Hartennes-Et-Taux,02372,210203527,NC,Non classé
Hary,02373,210203535,NC,Non classé
Lehaucourt,02374,210203543,NC,Non classé
Hautevesnes,02375,210203550,NC,Non classé
Hauteville,02376,210203568,NC,Non classé
Haution,02377,210203576,NC,Non classé
La Hérie,02378,210203584,NC,Non classé
Le Hérie-La-Viéville,02379,210203592,NC,Non classé
Hinacourt,02380,210203600,NC,Non classé
Hirson,02381,210203618,LSOC,Gauche
Holnon,02382,210203626,LNC,Non classé
Homblières,02383,210203634,LNC,Non classé
Houry,02384,210203642,NC,Non classé
Housset,02385,210203659,NC,Non classé
Iron,02386,210203667,NC,Non classé
Itancourt,02387,210203675,,
Iviers,02388,210203683,NC,Non classé
Jaulgonne,02389,210203691,NC,Non classé
Jeancourt,02390,210203709,NC,Non classé
Jeantes,02391,210203717,NC,Non classé
Joncourt,02392,210203725,NC,Non classé
Jouaignes,02393,210203733,NC,Non classé
Jumencourt,02395,210203741,NC,Non classé
Jumigny,02396,210203758,NC,Non classé
Jussy,02397,210203766,LNC,Non classé
Juvigny,02398,210203774,NC,Non classé
Juvincourt-Et-Damary,02399,210203782,NC,Non classé
Laffaux,02400,210203790,NC,Non classé
Laigny,02401,210203808,NC,Non classé
Lanchy,02402,210203816,NC,Non classé
Landifay-Et-Bertaignemont,02403,210203824,NC,Non classé
Landouzy-La-Cour,02404,210203832,NC,Non classé
Landouzy-La-Ville,02405,210203840,NC,Non classé
Landricourt,02406,210203857,NC,Non classé
Laniscourt,02407,210203865,NC,Non classé
Laon,02408,210203873,LDVD,Droite
Lappion,02409,210203881,NC,Non classé
Largny-Sur-Automne,02410,210203899,NC,Non classé
Latilly,02411,210203907,NC,Non classé
Launoy,02412,210203915,NC,Non classé
Laval-En-Laonnois,02413,210203923,NC,Non classé
Lavaqueresse,02414,210203931,NC,Non classé
Laversine,02415,210203949,NC,Non classé
Lemé,02416,210203956,NC,Non classé
Lempire,02417,210203964,NC,Non classé
Lerzy,02418,210203972,NC,Non classé
Leschelle,02419,210203980,NC,Non classé
Lesdins,02420,210203998,NC,Non classé
Lesges,02421,210204004,NC,Non classé
Lesquielles-Saint-Germain,02422,210204012,NC,Non classé
Leuilly-Sous-Coucy,02423,210204020,NC,Non classé
Leury,02424,210204038,NC,Non classé
Leuze,02425,210204046,NC,Non classé
Levergies,02426,210204053,NC,Non classé
Lhuys,02427,210204061,NC,Non classé
Licy-Clignon,02428,210204079,NC,Non classé
Lierval,02429,210204087,NC,Non classé
Liesse-Notre-Dame,02430,210204095,LNC,Non classé
Liez,02431,210204103,NC,Non classé
Limé,02432,210204111,NC,Non classé
Lislet,02433,210204129,NC,Non classé
Logny-Lès-Aubenton,02435,210204145,NC,Non classé
Longpont,02438,210204152,NC,Non classé
Les Septvallons,02439,200055606,LNC,Non classé
Lor,02440,210204178,NC,Non classé
Louâtre,02441,210204186,NC,Non classé
Loupeigne,02442,210204194,NC,Non classé
Lucy-Le-Bocage,02443,210204202,NC,Non classé
Lugny,02444,210204210,NC,Non classé
Luzoir,02445,210204228,NC,Non classé
Ly-Fontaine,02446,210204236,NC,Non classé
Maast-Et-Violaine,02447,210204244,NC,Non classé
Mâchecourt,02448,210204251,NC,Non classé
Macogny,02449,210204269,NC,Non classé
Macquigny,02450,210204277,NC,Non classé
Magny-La-Fosse,02451,210204293,NC,Non classé
Maissemy,02452,210204285,NC,Non classé
Maizy,02453,210204301,NC,Non classé
La Malmaison,02454,210204319,NC,Non classé
Malzy,02455,210204327,NC,Non classé
Manicamp,02456,210204335,NC,Non classé
Marchais,02457,210204343,NC,Non classé
Dhuys Et Morin-En-Brie,02458,200053411,NC,Non classé
Marcy,02459,210204368,NC,Non classé
Marcy-Sous-Marle,02460,210204376,NC,Non classé
Marest-Dampcourt,02461,210204384,NC,Non classé
Mareuil-En-Dôle,02462,210204392,NC,Non classé
Marfontaine,02463,210204400,NC,Non classé
Margival,02464,210204418,NC,Non classé
Marigny-En-Orxois,02465,210204426,NC,Non classé
Marizy-Sainte-Geneviève,02466,210204434,NC,Non classé
Marizy-Saint-Mard,02467,210204442,NC,Non classé
Marle,02468,210204459,,
Marly-Gomont,02469,210204467,,
Martigny,02470,210204475,NC,Non classé
Martigny-Courpierre,02471,210204483,NC,Non classé
Mauregny-En-Haye,02472,210204491,NC,Non classé
Mayot,02473,210204509,NC,Non classé
Mennessis,02474,210204517,NC,Non classé
Mennevret,02476,210204533,NC,Non classé
Mercin-Et-Vaux,02477,210204541,NC,Non classé
Merlieux-Et-Fouquerolles,02478,210204558,NC,Non classé
Mesbrecourt-Richecourt,02480,210204574,NC,Non classé
Mesnil-Saint-Laurent,02481,210204582,NC,Non classé
Meurival,02482,210204590,NC,Non classé
Mézières-Sur-Oise,02483,210204608,NC,Non classé
Mézy-Moulins,02484,210204616,NC,Non classé
Missy-Aux-Bois,02485,210204624,NC,Non classé
Missy-Lès-Pierrepont,02486,210204632,NC,Non classé
Missy-Sur-Aisne,02487,210204640,NC,Non classé
Molain,02488,210204657,NC,Non classé
Molinchart,02489,210204665,NC,Non classé
Monampteuil,02490,210204673,NC,Non classé
Monceau-Le-Neuf-Et-Faucouzy,02491,210204681,NC,Non classé
Monceau-Lès-Leups,02492,210204699,NC,Non classé
Monceau-Le-Waast,02493,210204707,NC,Non classé
Monceau-Sur-Oise,02494,210204715,NC,Non classé
Mondrepuis,02495,210204723,LNC,Non classé
Monnes,02496,210204731,NC,Non classé
Mons-En-Laonnois,02497,210204749,LNC,Non classé
Montaigu,02498,210204756,NC,Non classé
Montbavin,02499,210204764,NC,Non classé
Montbrehain,02500,210204772,NC,Non classé
Montchâlons,02501,210204780,NC,Non classé
Montcornet,02502,210204798,LNC,Non classé
Mont-D'Origny,02503,210204806,NC,Non classé
Montescourt-Lizerolles,02504,210204814,LNC,Non classé
Montfaucon,02505,210204822,NC,Non classé
Montgobert,02506,210204830,NC,Non classé
Montgru-Saint-Hilaire,02507,210204848,NC,Non classé
Monthenault,02508,210204855,NC,Non classé
Monthiers,02509,210204863,NC,Non classé
Monthurel,02510,210204871,NC,Non classé
Montigny-En-Arrouaise,02511,210204889,NC,Non classé
Montigny-L'Allier,02512,210204897,NC,Non classé
Montigny-Le-Franc,02513,210204905,NC,Non classé
Montigny-Lengrain,02514,210204913,NC,Non classé
Montigny-Lès-Condé,02515,210204921,NC,Non classé
Montigny-Sous-Marle,02516,210204939,NC,Non classé
Montigny-Sur-Crécy,02517,210204947,NC,Non classé
Montlevon,02518,210204954,NC,Non classé
Montloué,02519,210204962,NC,Non classé
Mont-Notre-Dame,02520,210204970,NC,Non classé
Montreuil-Aux-Lions,02521,210204988,LNC,Non classé
Mont-Saint-Jean,02522,210204996,NC,Non classé
Mont-Saint-Martin,02523,210205001,NC,Non classé
Mont-Saint-Père,02524,210205019,NC,Non classé
Morcourt,02525,210205027,NC,Non classé
Morgny-En-Thiérache,02526,210205035,NC,Non classé
Morsain,02527,210205043,NC,Non classé
Mortefontaine,02528,210205050,NC,Non classé
Mortiers,02529,210205068,NC,Non classé
Moulins,02530,210205076,NC,Non classé
Moussy-Verneuil,02531,210205084,NC,Non classé
Moy-De-L'Aisne,02532,210205092,NC,Non classé
Muret-Et-Crouttes,02533,210205100,NC,Non classé
Muscourt,02534,210205118,NC,Non classé
Nampcelles-La-Cour,02535,210205126,NC,Non classé
Nampteuil-Sous-Muret,02536,210205134,NC,Non classé
Nanteuil-La-Fosse,02537,210205142,NC,Non classé
Nanteuil-Notre-Dame,02538,210205159,NC,Non classé
Nauroy,02539,210205167,NC,Non classé
Nesles-La-Montagne,02540,210205175,LNC,Non classé
Neufchâtel-Sur-Aisne,02541,210205183,NC,Non classé
Neuflieux,02542,210205191,NC,Non classé
Neuilly-Saint-Front,02543,210205209,LNC,Non classé
Neuve-Maison,02544,210205217,NC,Non classé
La Neuville-Bosmont,02545,210205225,NC,Non classé
La Neuville-En-Beine,02546,210205233,NC,Non classé
La Neuville-Housset,02547,210205241,NC,Non classé
La Neuville-Lès-Dorengt,02548,210205258,NC,Non classé
Neuville-Saint-Amand,02549,210205266,NC,Non classé
Neuville-Sur-Ailette,02550,210205274,NC,Non classé
Neuville-Sur-Margival,02551,210205282,NC,Non classé
Neuvillette,02552,210205290,NC,Non classé
Nizy-Le-Comte,02553,210205308,NC,Non classé
Nogentel,02554,210205316,LNC,Non classé
Nogent-L'Artaud,02555,210205324,LNC,Non classé
Noircourt,02556,210205332,NC,Non classé
Noroy-Sur-Ourcq,02557,210205340,NC,Non classé
Le Nouvion-En-Thiérache,02558,210205357,LNC,Non classé
Nouvion-Et-Catillon,02559,210205365,NC,Non classé
Nouvion-Le-Comte,02560,210205373,NC,Non classé
Nouvion-Le-Vineux,02561,210205381,NC,Non classé
Nouvron-Vingré,02562,210205399,NC,Non classé
Noyales,02563,210205407,NC,Non classé
Bernoy-Le-Château,02564,210205415,,
Oeuilly,02565,210205423,NC,Non classé
Ognes,02566,210205431,LNC,Non classé
Ohis,02567,210205449,NC,Non classé
Oigny-En-Valois,02568,210205456,NC,Non classé
Oisy,02569,210205464,NC,Non classé
Ollezy,02570,210205472,NC,Non classé
Omissy,02571,210205480,NC,Non classé
Orainville,02572,210205498,NC,Non classé
Orgeval,02573,210205506,NC,Non classé
Origny-En-Thiérache,02574,210205514,LNC,Non classé
Origny-Sainte-Benoite,02575,210205522,LNC,Non classé
Osly-Courtil,02576,210205530,NC,Non classé
Ostel,02577,210205548,NC,Non classé
Oulches-La-Vallée-Foulon,02578,210205555,NC,Non classé
Oulchy-La-Ville,02579,210205563,NC,Non classé
Oulchy-Le-Château,02580,210205571,NC,Non classé
Paars,02581,210205589,NC,Non classé
Paissy,02582,210205597,NC,Non classé
Pancy-Courtecon,02583,210205605,NC,Non classé
Papleux,02584,210205613,NC,Non classé
Parcy-Et-Tigny,02585,210205621,NC,Non classé
Parfondeval,02586,210205639,NC,Non classé
Parfondru,02587,210205647,NC,Non classé
Pargnan,02588,210205654,NC,Non classé
Pargny-Filain,02589,210205662,NC,Non classé
Pargny-La-Dhuys,02590,210205670,NC,Non classé
Pargny-Les-Bois,02591,210205688,NC,Non classé
Parpeville,02592,210205696,NC,Non classé
Pasly,02593,210205704,LNC,Non classé
Passy-En-Valois,02594,210205712,NC,Non classé
Passy-Sur-Marne,02595,210205720,NC,Non classé
Pavant,02596,210205738,NC,Non classé
Pernant,02598,210205753,NC,Non classé
Pierremande,02599,210205761,NC,Non classé
Pierrepont,02600,210205779,NC,Non classé
Pignicourt,02601,210205787,NC,Non classé
Pinon,02602,210205795,LNC,Non classé
Pithon,02604,210205803,NC,Non classé
Pleine-Selve,02605,210205811,NC,Non classé
Le Plessier-Huleu,02606,210205829,NC,Non classé
Ploisy,02607,210205837,NC,Non classé
Plomion,02608,210205845,NC,Non classé
Ployart-Et-Vaurseine,02609,210205852,NC,Non classé
Pommiers,02610,210205860,NC,Non classé
Pont-Arcy,02612,210205878,NC,Non classé
Pontavert,02613,210205886,NC,Non classé
Pontru,02614,210205894,NC,Non classé
Pontruet,02615,210205902,NC,Non classé
Pont-Saint-Mard,02616,210205910,NC,Non classé
Pouilly-Sur-Serre,02617,210205928,NC,Non classé
Prémont,02618,210205936,NC,Non classé
Prémontré,02619,210205944,NC,Non classé
Presles-Et-Boves,02620,210205951,NC,Non classé
Presles-Et-Thierny,02621,210205969,NC,Non classé
Priez,02622,210205977,NC,Non classé
Prisces,02623,210205985,NC,Non classé
Proisy,02624,210205993,NC,Non classé
Proix,02625,210206009,NC,Non classé
Prouvais,02626,210206017,NC,Non classé
Proviseux-Et-Plesnoy,02627,210206025,NC,Non classé
Puiseux-En-Retz,02628,210206033,NC,Non classé
Puisieux-Et-Clanlieu,02629,210206041,NC,Non classé
Quierzy,02631,210206066,NC,Non classé
Quincy-Basse,02632,210206074,NC,Non classé
Quincy-Sous-Le-Mont,02633,210206082,NC,Non classé
Raillimont,02634,210206090,NC,Non classé
Ramicourt,02635,210206108,NC,Non classé
Regny,02636,210206116,NC,Non classé
Remaucourt,02637,210206124,NC,Non classé
Remies,02638,210206132,NC,Non classé
Remigny,02639,210206140,NC,Non classé
Renansart,02640,210206157,NC,Non classé
Renneval,02641,210206165,NC,Non classé
Résigny,02642,210206173,NC,Non classé
Ressons-Le-Long,02643,210206181,,
Retheuil,02644,210206199,NC,Non classé
Reuilly-Sauvigny,02645,210206207,NC,Non classé
Ribeauville,02647,210206223,NC,Non classé
Ribemont,02648,210206231,,
Rocourt-Saint-Martin,02649,210206249,NC,Non classé
Rocquigny,02650,210206256,NC,Non classé
Rogécourt,02651,210206264,NC,Non classé
Rogny,02652,210206272,NC,Non classé
Romeny-Sur-Marne,02653,210206280,NC,Non classé
Romery,02654,210206298,NC,Non classé
Ronchères,02655,210206306,NC,Non classé
Roucy,02656,210206314,NC,Non classé
Rougeries,02657,210206322,NC,Non classé
Roupy,02658,210206330,NC,Non classé
Rouvroy,02659,210206348,NC,Non classé
Rouvroy-Sur-Serre,02660,210206355,NC,Non classé
Royaucourt-Et-Chailvet,02661,210206363,NC,Non classé
Rozet-Saint-Albin,02662,210206371,NC,Non classé
Rozières-Sur-Crise,02663,210206389,NC,Non classé
Rozoy-Bellevalle,02664,210206397,NC,Non classé
Grand-Rozoy,02665,210206405,NC,Non classé
Rozoy-Sur-Serre,02666,210206413,LNC,Non classé
Saconin-Et-Breuil,02667,210206421,NC,Non classé
Sains-Richaumont,02668,210206439,LNC,Non classé
Saint-Algis,02670,210206454,NC,Non classé
Saint-Aubin,02671,210206462,NC,Non classé
Saint-Bandry,02672,210206470,NC,Non classé
Saint-Christophe-À-Berry,02673,210206488,NC,Non classé
Saint-Clément,02674,210206496,NC,Non classé
Sainte-Croix,02675,210206504,NC,Non classé
Saint-Erme-Outre-Et-Ramecourt,02676,210206512,LNC,Non classé
Saint-Eugène,02677,210206520,NC,Non classé
Sainte-Geneviève,02678,210206538,NC,Non classé
Saint-Gengoulph,02679,210206546,NC,Non classé
Saint-Gobain,02680,210206553,LNC,Non classé
Saint-Gobert,02681,210206561,NC,Non classé
Saint-Mard,02682,210206579,NC,Non classé
